Number of Trajectories,EVD IQL,PR IQL,PR True IQL,PR Reward IQL,Runtime IQL
1.0,10.218142256088047,0.9148720856104918,-0.08161018899074743,-0.08502068026314209,0.9732730388641357
2.0,9.545113078334545,0.9232295917467218,-0.042549948079803106,-0.02170581079580919,24.102402448654175
4.0,9.493852622498949,0.9230836290008664,-0.04554539883419543,-0.008100398071495844,46.40318751335144
8.0,9.158918326953618,0.9252761345779708,-0.03573635206233802,0.00221131155568132,94.88972425460815
16.0,8.629022375588672,0.9248609908076074,-0.09911425598407456,-0.011127467540509035,189.35580778121948
32.0,6.787762762920643,0.94085955166972,0.01241359017844857,0.05676359562574875,392.31637597084045
64.0,4.392463167648053,0.9499445698245721,0.11757644168390247,0.12011686963136438,830.2823569774628
128.0,2.579864701019284,0.9619548034265389,0.20283652940369537,0.11776057039510918,1797.2206451892853
256.0,0.8521473614809678,0.9716238968695882,0.24790319101169425,0.09270597990714416,3624.4227089881897
512.0,0.27511726694492306,0.9749234815334344,0.1992341574362737,0.047609223815959584,6911.4886128902435
1024.0,0.14129628377080078,0.979956430857616,0.1791810506416699,0.1126594883935234,10919.236755132675
