Number of Trajectories,EVD VAIRL,EVD IAVI,EVD IQL,PR VAIRL,PR IAVI,PR IAVI,Runtime VAIRL,Runtime IAVI,Runtime IQL
0.0,230.24079049280706,1.291891362859276,7.918893980624525,0.9985823983336309,0.855191660673512,0.9019884515300864,0.07828330993652344,13.77717661857605,35.65603494644165
