Number of Trajectories,EVD IAVI,PR IAVI,PR True IAVI,PR Reward IAVI,Runtime IAVI
1.0,10.307325419853992,0.9147322473130801,-0.06842403020573158,-0.002225606163225879,30.678288459777832
2.0,10.308112015250348,0.9147460073013417,-0.0802032274943917,0.02626562503928496,34.99447989463806
4.0,9.878396691916116,0.9199362238734378,-0.03613794788250054,0.02537705350470683,35.53683090209961
8.0,9.649621037255699,0.9196062068524202,0.07505012974306545,0.14866160141578003,38.38290810585022
16.0,9.000296418415953,0.9232435706382791,0.13160241835989975,0.09898193223595347,64.98937797546387
32.0,8.098294527944748,0.9248940779060169,-0.05285078880716825,-0.007535529813010122,65.4427900314331
64.0,6.083114916050426,0.9331539558557003,0.05559652479848602,0.0751069337382272,66.83508515357971
128.0,3.1203373920846973,0.9524820399924568,0.2105741041375736,0.00514991830783475,74.75524020195007
256.0,1.4474424978545302,0.9685938004602045,0.10426127402258294,-0.01250374185976286,77.84166097640991
512.0,0.3488865264973051,0.9763837120194516,-0.09808645007740238,-0.08572136546775243,81.51958775520325
1024.0,0.09872326010906379,0.9793386282118937,-0.2903706425905396,-0.29609194640046055,74.73599767684937
